,,,DESCRIPTION,QTY,Supplier Price,MARKUP %,,CX PRICE with markup,UNIT,SUPPLIER,MATERIAL TYPE,NOTES,LINK,TIMESTAMP
,,,"2x6""-12' Douglas Fir #2",-,$8.28,25.00%,,$10.35,pcs,Coastal Forest,DF Lumber,,,
,,,"2x6""-14' Douglas Fir #2",-,$9.66,25.00%,,$12.08,pcs,Coastal Forest,DF Lumber,,,
,,,"2x6""-16' Douglas Fir #2",-,$11.04,25.00%,,$13.80,pcs,Coastal Forest,DF Lumber,,,
,,,"2x6""-20' Douglas Fir #2",-,$14.20,25.00%,,$17.75,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-8' Douglas Fir #2",-,$9.84,25.00%,,$12.30,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-10' Douglas Fir #2",-,$12.30,25.00%,,$15.38,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-12' Douglas Fir #2",-,$14.76,25.00%,,$18.45,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-14' Douglas Fir #2",-,$17.22,25.00%,,$21.53,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-16' Douglas Fir #2",-,$19.68,25.00%,,$24.61,pcs,Coastal Forest,DF Lumber,,,
,,,"2x8""-24' Douglas Fir #2",-,$31.76,25.00%,,$39.70,pcs,Coastal Forest,DF Lumber,,,
,,,"2x10""-8' Douglas Fir #2",-,$20.58,25.00%,,$25.73,pcs,Coastal Forest,DF Lumber,,,
,,,"2x10""-10' Douglas Fir #2",-,$25.73,25.00%,,$32.16,pcs,Coastal Forest,DF Lumber,,,
,,,"2x10""-12' Douglas Fir #2",-,$30.88,25.00%,,$38.60,pcs,Coastal Forest,DF Lumber,,,
,,,"2x10""-14' Douglas Fir #2",-,$36.02,25.00%,,$45.03,pcs,Coastal Forest,DF Lumber,,,
,,,"2x10""-16' Douglas Fir #2",-,$41.17,25.00%,,$51.46,pcs,Coastal Forest,DF Lumber,,,
,,,"2x12""-8' Douglas Fir #2",-,$27.12,25.00%,,$33.90,pcs,Coastal Forest,DF Lumber,,,
,,,"2x12""-10' Douglas Fir #2",-,$33.90,25.00%,,$42.38,pcs,Coastal Forest,DF Lumber,,,
,,,"2x12""-12' Douglas Fir #2",-,$40.68,25.00%,,$50.85,pcs,Coastal Forest,DF Lumber,,,
,,,"2x12""-14' Douglas Fir #2",-,$47.46,25.00%,,$59.33,pcs,Coastal Forest,DF Lumber,,,
,,,"2x12""-16' Douglas Fir #2",-,$54.24,25.00%,,$67.80,pcs,Coastal Forest,DF Lumber,,,
,FIRE RATED LUMBER,FRT,"2x4""-12' Fire Rated Lumber",-,$16.34,20.00%,,$19.60,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x4""-16' Fire Rated Lumber",-,$22.83,20.00%,,$27.39,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x6""-10' Fire Rated Lumber",-,$19.69,21.00%,,$23.82,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x6""-12' Fire Rated Lumber",-,$23.63,20.00%,,$28.35,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x6""-16' Fire Rated Lumber",-,$30.73,20.00%,,$36.88,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x8""-12' Fire Rated Lumber",-,$30.60,20.00%,,$36.72,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x8""-16' Fire Rated Lumber",-,$41.83,20.00%,,$50.20,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x10""-12' Fire Rated Lumber",-,$40.35,20.00%,,$48.42,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x10""-16' Fire Rated Lumber",-,$52.06,20.00%,,$62.48,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x12""-12' Fire Rated Lumber",-,$68.01,20.00%,,$81.62,pcs,HardPine,Fire Rated Lumber,,,
,,,"2x12""-16' Fire Rated Lumber",-,$89.41,20.00%,,$107.29,pcs,HardPine,Fire Rated Lumber,,,
,GLULAM LUMBER,CONCORD GluLam,"5-1/2""x9-1/2"" Glulam-(Concord)",-,$57.00,15.00%,,$65.55,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""X10-1/2"" Glulam-(Concord)",-,$63.00,15.00%,,$72.45,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x11-7/8"" Glulam-(Concord)",-,$75.00,15.00%,,$86.25,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x13-1/2"" Glulam-(Concord)",-,$81.00,15.00%,,$93.15,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x18"" Glulam-(Concord)",-,$108.00,15.00%,,$124.20,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x19-1/2"" Glulam-(Concord)",-,$117.00,15.00%,,$134.55,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x21"" Glulam-(Concord)",-,$126.00,15.00%,,$144.90,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x22"" Glulam-(Concord)",-,$135.00,15.00%,,$155.25,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x24"" Glulam-(Concord)",-,$153.00,15.00%,,$175.95,lf,Concord,Glulam Lumber,,,
,,,"5-1/2""x28"" Glulam-(Concord)",-,$171.00,15.00%,,$196.65,lf,Concord,Glulam Lumber,,,
,,,"6-3/4""x19-1/2"" Glulam-(Concord)",-,$143.60,15.00%,,$165.14,lf,Concord,Glulam Lumber,,,
,,,"6-3/4""x22"" Glulam-(Concord)",-,$162.00,15.00%,,$186.30,lf,Concord,Glulam Lumber,,,
,,"ANTHONY FOREST PRODCUTS 

POWER BEAMS & COLUMNS","3-1/2x9-1/2""-1' Glulam-(PowerBeamsAFP)",-,$16.31,25.00%,,$20.39,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x11-7/8""-1' Glulam-(PowerBeamsAFP)",-,$20.84,25.00%,,$26.05,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x14""-1' Glulam-(PowerBeamsAFP)",-,$23.97,25.00%,,$29.96,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x16""-1' Glulam-(PowerBeamsAFP)",-,$27.79,25.00%,,$34.74,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x18""-1' Glulam-(PowerBeamsAFP)",-,$30.98,25.00%,,$38.73,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x9-1/2""-1' Glulam-(PowerBeamsAFP)",-,$25.33,25.00%,,$31.66,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x11-7/8""-1' Glulam-(PowerBeamsAFP)",-,$31.39,25.00%,,$39.24,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x14""-1' Glulam-(PowerBeamsAFP)",-,$36.83,25.00%,,$46.04,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x16""-1' Glulam-(PowerBeamsAFP)",-,$42.86,25.00%,,$53.58,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x18""-1' Glulam-(PowerBeamsAFP)",-,$47.10,25.00%,,$58.88,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x9-1/2""-1' Glulam-(PowerBeamsAFP)",-,$33.87,25.00%,,$42.34,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x11-7/8""-1' Glulam-(PowerBeamsAFP)",-,$43.46,25.00%,,$54.33,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x14""-1' Glulam-(PowerBeamsAFP)",-,$48.47,25.00%,,$60.59,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x16""-1' Glulam-(PowerBeamsAFP)",-,$57.89,25.00%,,$72.36,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x18""-1' Glulam-(PowerBeamsAFP)",-,$63.04,25.00%,,$78.80,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x3-1/2""-1' Glulam-(PowerColumnsAFP)",-,$11.05,25.00%,,$13.81,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x5-1/2""-1' Glulam-(PowerColumnsAFP)",-,$12.96,25.00%,,$16.20,lf,Coastal Forest,Glulam Lumber,,,
,,,"3-1/2x7""-1' Glulam-(PowerColumnsAFP)",-,$15.96,25.00%,,$19.95,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x5-1/2""-1' Glulam-(PowerColumnsAFP)",-,$18.99,25.00%,,$23.74,lf,Coastal Forest,Glulam Lumber,,,
,,,"5-1/2x7""-1' Glulam-(PowerColumnsAFP)",-,$27.67,25.00%,,$34.59,lf,Coastal Forest,Glulam Lumber,,,
,,,"7x7""-1' Glulam-(PowerColumnsAFP)",-,$37.84,25.00%,,$47.30,lf,Coastal Forest,Glulam Lumber,,,
,,"ANTHONY FOREST PRODCUTS 

POWER PRESERVED BEAMS & COLUMNS","3-1/2x9-1/2""-1' Glulam-(PowerPreservedBeamsAFP)",-,$37.22,25.00%,,$46.53,lf,Coastal Forest,Glulam PT,,,
,,,"3-1/2x11-7/8""-1' Glulam-(PowerPreservedBeamsAFP)",-,$47.52,25.00%,,$59.40,lf,Coastal Forest,Glulam PT,,,
,,,"5-1/4x9-1/2""-1' Glulam-(PowerPreservedBeamsAFP)",-,$55.63,25.00%,,$69.54,lf,Coastal Forest,Glulam PT,,,
,,,"5-1/4x11-7/8""-1' Glulam-(PowerPreservedBeamsAFP)",-,$70.89,25.00%,,$88.61,lf,Coastal Forest,Glulam PT,,,
,,,"5-1/4x14""-1' Glulam-(PowerPreservedBeamsAFP)",-,$79.77,25.00%,,$99.71,lf,Coastal Forest,Glulam PT,,,
,,,"5-1/4x16""-1' Glulam-(PowerPreservedBeamsAFP)",-,$95.16,25.00%,,$118.95,lf,Coastal Forest,Glulam PT,,,
,,,"5-1/4x5-1/2""-1' Glulam-(PowerPreservedColumnAFP)",-,$32.02,25.00%,,$40.03,lf,Coastal Forest,Glulam PT,,,
,SOUTHERN YELLOW PINE,SYP#1,"2x4""-8' SYP#1",-,$2.93,30.00%,,$3.81,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-10' SYP#1",-,$3.23,30.00%,,$4.20,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-12' SYP#1",-,$3.96,30.00%,,$5.14,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-14' SYP#1",-,$5.22,30.00%,,$6.79,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-16' SYP#1",-,$5.81,30.00%,,$7.55,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-8' SYP#1",-,$3.80,30.00%,,$4.94,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-10' SYP#1",-,$4.55,30.00%,,$5.92,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-12' SYP#1",-,$5.70,30.00%,,$7.41,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-14' SYP#1",-,$6.51,30.00%,,$8.46,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-16' SYP#1",-,$8.00,30.00%,,$10.40,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-8' SYP#1",-,$4.38,30.00%,,$5.70,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-10' SYP#1",-,$5.48,30.00%,,$7.12,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-12' SYP#1",-,$7.61,30.00%,,$9.90,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-14' SYP#1",-,$8.14,30.00%,,$10.58,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-16' SYP#1",-,$9.72,30.00%,,$12.64,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-18' SYP#1",-,$9.74,30.00%,,$12.67,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-20' SYP#1",-,$11.23,30.00%,,$14.59,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-8' SYP#1",-,$6.27,30.00%,,$8.15,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-10' SYP#1",-,$7.84,30.00%,,$10.19,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-12' SYP#1",-,$10.00,30.00%,,$13.00,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-14' SYP#1",-,$11.43,30.00%,,$14.86,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-16' SYP#1",-,$13.07,30.00%,,$16.99,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-18' SYP#1",-,$11.12,30.00%,,$14.45,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-20' SYP#1",-,$17.66,30.00%,,$22.96,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-8' SYP#1",-,$8.22,30.00%,,$10.69,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-10' SYP#1",-,$10.28,30.00%,,$13.36,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-12' SYP#1",-,$11.74,30.00%,,$15.26,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-14' SYP#1",-,$12.85,30.00%,,$16.71,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-16' SYP#1",-,$16.77,30.00%,,$21.80,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-18' SYP#1",-,$19.40,30.00%,,$25.23,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-20' SYP#1",-,$41.96,30.00%,,$54.55,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,SYP#2,"2x4""-8' SYP#2",-,$2.69,30.00%,,$3.50,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-10' SYP#2",-,$3.00,30.00%,,$3.90,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-12' SYP#2",-,$3.64,30.00%,,$4.73,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-14' SYP#2",-,$4.66,30.00%,,$6.06,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x4""-16' SYP#2",-,$5.59,30.00%,,$7.27,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-8' SYP#2",-,$4.08,30.00%,,$5.30,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-10' SYP#2",-,$4.25,30.00%,,$5.53,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-12' SYP#2",-,$5.10,30.00%,,$6.63,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-14' SYP#2",-,$6.30,30.00%,,$8.19,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x6""-16' SYP#2",-,$7.36,30.00%,,$9.57,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-8' SYP#2",-,$4.33,30.00%,,$5.63,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-10' SYP#2",-,$5.41,30.00%,,$7.04,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-12' SYP#2",-,$6.66,30.00%,,$8.65,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-14' SYP#2",-,$7.86,30.00%,,$10.21,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-16' SYP#2",-,$9.30,30.00%,,$12.09,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-18' SYP#2",-,$9.15,30.00%,,$11.89,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x8""-20' SYP#2",-,$10.56,30.00%,,$13.73,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-8' SYP#2",-,$5.54,30.00%,,$7.20,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-10' SYP#2",-,$6.92,30.00%,,$9.00,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-12' SYP#2",-,$8.80,30.00%,,$11.45,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-14' SYP#2",-,$10.27,30.00%,,$13.35,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-16' SYP#2",-,$12.67,30.00%,,$16.47,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-18' SYP#2",-,$10.67,30.00%,,$13.87,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x10""-20' SYP#2",-,$13.68,30.00%,,$17.78,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-8' SYP#2",-,$6.22,30.00%,,$8.09,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-10' SYP#2",-,$7.78,30.00%,,$10.11,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-12' SYP#2",-,$10.42,30.00%,,$13.54,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-14' SYP#2",-,$11.03,30.00%,,$14.34,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-16' SYP#2",-,$15.49,30.00%,,$20.13,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-18' SYP#2",-,$17.60,30.00%,,$22.89,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,,"2x12""-20' SYP#2",-,$27.56,30.00%,,$35.83,pcs,Bentley Lumber Sales,SYP Lumber,,,
,,LSL / LVL STUD 2x,"2x4""-8' LSL/LVL Stud",-,$19.84,0.00%,,$19.84,pcs,HardPine,,Markup applied from Jon,,
,,,"2x4""-10' LSL/LVL Stud",-,$24.80,0.00%,,$24.80,pcs,HardPine,,,,
,,,"2x4""-12' LSL/LVL Stud",-,$29.76,0.00%,,$29.76,pcs,HardPine,,,,
,,,"2x4""-16' LSL/LVL Stud",-,$39.68,0.00%,,$39.68,pcs,HardPine,,,,
,,,"2x4""-20' LSL/LVL Stud",-,$49.60,0.00%,,$49.60,pcs,HardPine,,,,
,,,"2x6""-8' LSL/LVL Stud",-,$29.44,0.00%,,$29.44,pcs,HardPine,,,,
,,,"2x6""-10' LSL/LVL Stud",-,$36.80,0.00%,,$36.80,pcs,HardPine,,,,
,,,"2x6""-12' LSL/LVL Stud",-,$44.16,0.00%,,$44.16,pcs,HardPine,,,,
,,,"2x6""-16' LSL/LVL Stud",-,$58.88,0.00%,,$58.88,pcs,HardPine,,,,
,,,"2x6""-20' LSL/LVL Stud",-,$73.60,0.00%,,$73.60,pcs,HardPine,,,,
,,,"2x6""-24' LSL/LVL Stud",-,$88.32,0.00%,,$88.32,pcs,HardPine,,,,
,,Windows,"35.375""x47.25""American_Craftsman Glass Vinyl Fin Window",,$209.00,15.00%,,$240.35,pcs,Home Depot,Window,,"American Craftsman 35.375 in. x 47.25 in. 50 Series White Single Hung Low-E Argon Glass Vinyl Fin Window, Screen Incl",4/1/2025
,,,12d-Metabo Stick Nails,,$46.00,28.00%,,$58.88,boxes,NH Tool,Nails,,Randy's supplier,6/3/2025
,,,8d-Metabo Ring Shank Stick Nails,,$44.00,26.73%,,$55.76,boxes,NH Tool,Nails,,Randy's supplier,6/3/2025
,,,SDWS22400D Double Barrier Coating 50 Pack,50,$31.53,30.00%,,$40.99,boxes,Fastener Plus,Screws,,"0.220"" x 4"" Strong-Tie SDWS22400DB-R50 Timber Screw - Double Barrier C – Fasteners Plus",6/18/2025
,,,MSTI60 Galvanized,,$30.33,30.00%,,$39.43,pcs,Fastener Plus,Strap Tie,,"Simpson MSTI60 60"" 12 Gauge Strap Tie - G90 Galvanized – Fasteners Plus",6/18/2025
,,,LTS12 Galvanized,,$1.39,30.00%,,$1.81,pcs,Fastener Plus,Strap Tie,,"Simpson LTS12 12"" Twist Strap - G90 Galvanized – Fasteners Plus",6/18/2025
,,,JB212A Galvanized,,$7.32,30.00%,,$9.52,pcs,Fastener Plus,Hanger,,Simpson JB212A 2x12 Top Flange Joist Hanger - G90 Galvanized – Fasteners Plus,6/18/2025
,,,JB28 Galvanized,,$4.31,30.00%,,$5.60,pcs,Fastener Plus,Hanger,,Simpson JB28 2x8 Top Flange Joist Hanger - G90 Galvanized – Fasteners Plus,6/18/2025
,,,MSTI36 Galvanized,,$18.51,30.00%,,$24.06,pcs,Fastener Plus,Strap Tie,,"Simpson MSTI36 36"" 12 Gauge Strap Tie - G90 Galvanized – Fasteners Plus",6/18/2025
,,,"0.275x5"" Conquest Structural Screw",50,$26.01,30.00%,,$33.81,boxes,Fastener Plus,Screws,,".275"" x 5"" Conquest Structural Screw - T-30 Star Drive, Pkg 50 – Fasteners Plus",6/19/2025
,,,"3/4""x2-3/4"" Conquest A325 Hex Structural Bolt",,$1.98,30.00%,,$2.57,pcs,Fastener Plus,Lag Bolt,,"10 x 2-3/4"" Conquest A325 Type 1 Heavy Hex Structural Bolt, Plain",7/1/2025
,,,"1/2""x7"" Conquest A307 Hex Bolt Hot Dip Galvanized",,$1.31,30.00%,,$1.70,pcs,Fastener Plus,Lag Bolt,,"1/2""-13 x 7"" Conquest A307 Grade A Hex Bolt - Hot Dip Galvanized – Fasteners Plus",7/1/2025
,,,"1/2""x12"" Conquest A307 Hex Bolt Hot Dip Galvanized",,$2.41,30.00%,,$3.13,pcs,Fastener Plus,Lag Bolt,,"1/2""-13 x 12"" Conquest A307 Grade A Hex Bolt - Hot Dip Galvanized",7/1/2025
,,,"4x8'-19/32"" OSB STHG Dryguard T&G",,$20.77,30.00%,,$27.00,sheets,BlueLinx,Sheathing,Coddington cove quote,,5/9/2025
,,,"4x8'-1/2"" CDX RS Flamepro Fire Treated",,$28.80,30.00%,,$37.44,sheets,BlueLinx,Sheathing,Coddington cove quote,,5/9/2025
,,,HDUE3-SDS3 Galvanized,,$39.96,30.00%,,$51.95,pcs,Fastener Plus,Fasteners,,"Simpson HDUE3-SDS3 8-11/16"" Predeflected Holdown w/SDS Screws - G90 Galvanized",7/25/2025
,,,HDUE5-SDS3 Galvanized,,$46.00,30.00%,,$59.80,pcs,Fastener Plus,Fasteners,,"Simpson HDUE5-SDS3 11-5/16"" Predeflected Holdown w/SDS Screws - G90 Galvanized",7/25/2025
,,,HDUE7-SDS3 Galvanized,,$66.14,30.00%,,$85.98,pcs,Fastener Plus,Fasteners,,"Simpson HDUE7-SDS3 14-11/16"" Predeflected Holdown w/SDS Screws - G90 Galvanized",7/25/2025
,,,"5/8"" ATR5",,$3.65,30.00%,,$4.75,pcs,Fastener Plus,Fasteners,,"ATR5/8X12 Simpson Strong-Tie 5/8"" x 12"" All-Thread Rod – Fasteners Plus",7/28/2025
,,,"1/2""x4"" Conquest A325 Hex Structural Bolt",,$1.45,30.00%,,$1.89,pcs,Fastener Plus,Screws,,"1/2""-13 x 4"" Conquest A325 Type 1 Heavy Hex Structural Bolt, Plain",7/28/2025
,,,SDWS22600DB-R50 Double Barrier Coating 50 Pack,50,$49.45,30.00%,,$64.29,boxes,Fastener Plus,Screws,,"0.220"" x 6"" Strong-Tie SDWS22600DB-R50 Timber Screw - Double Barrier C – Fasteners Plus",7/28/2025
,,,JB210A Galvanized,,$7.62,30.00%,,$9.91,pcs,Fastener Plus,Hanger,,Simpson JB210A 2x10 Top Flange Joist Hanger - G90 Galvanized – Fasteners Plus,7/28/2025
,,,"4x8'-5/8"" Densglass (40 sheets per unit, full units only)",,$26.25,25.00%,,$32.81,sheets,,Sheathing,,,8/20/2025
,,,"1-5/8"" Stainless Steel Screw (350)",,$63.81,20.00%,,$76.57,packs,Fastener Plus,Screws,,"Simpson T08162WPP #8 x 1-5/8"" T20 DWP Flat Head Wood Screw - Type 316 Stainless, Pkg 350",8/21/2025
,,,HB5.50/11.88 Top Flange Galvanized,,$47.49,20.00%,$56.99,$56.99,pcs,Fastener Plus,Hanger,,Simpson HB5.50/11.88 Top Flange I-Joist Hanger - G90 Galvanized – Fasteners Plus,9/3/2025
,,,HU212-2TF Galvanized,,$53.34,30.00%,$69.34,$69.34,pcs,Fastener Plus,Hanger,,Simpson HU212-2TF Double 2x12 Top Flange Face Mount Hanger - G90 Galvanized,9/4/2025
